funding_department_id,funding_department_name,funding_agency_id,funding_agency_name,funding_office_id,funding_office_name,dollars_obligated
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,733723.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,776576.67
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,1324845.32
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,1807645.79
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,156478.10
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,84387.60
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,193958.95
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,167169.44
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,135374.50
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,103864.72
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,139199.65
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,1406347.29
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,1014406.09
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,242396.40
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,1027809.01
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,-35660.07
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,0.00
9700,DEPT OF DEFENSE,9748,DEFENSE HUMAN RESOURCES ACTIVITY,HQ0804,,-2743.61
9700,DEPT OF DEFENSE,9758,DEFENSE POW-MIA ACCOUNTING AGENCY (DPAA),HQ0761,,198302.50
9700,DEPT OF DEFENSE,9758,DEFENSE POW-MIA ACCOUNTING AGENCY (DPAA),HQ0761,,239460.00
9700,DEPT OF DEFENSE,9758,DEFENSE POW-MIA ACCOUNTING AGENCY (DPAA),HQ0761,,20024.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,200762.68
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,138718.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,165208.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,197364.72
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,240501.96
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,179151.07
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,-12110.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,97999.92
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,201255.96
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,139854.98
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,152393.56
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,3476.48
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,1246913.88
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,195618.96
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,199933.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9761,DEFENSE THREAT REDUCTION AGENCY (DTRA),HDTRA1,,0.00
9700,DEPT OF DEFENSE,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),S0107A,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-7601.77
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-3861.48
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-5371.28
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-2800.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,5371.28
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-7144.87
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-2880.78
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-10265.44
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-37146.39
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-52894.46
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-775.25
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-542.99
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-41132.71
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,H98255,,-70130.57
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0006,,-48073.02
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0059,,-252.42
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0061,,390270.58
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0061,,194144.10
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0061,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0061,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0061,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-6945.46
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,155917.21
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-4900.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-6900.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-4000.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-10646.08
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-26017.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,67650.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,220293.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-16392.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,213254.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-30842.77
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-33806.93
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-132328.72
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,248504.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,184351.90
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,136993.45
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,126440.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-32990.78
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,140287.42
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-19462.37
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-9026.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,181037.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,292167.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-9441.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,360171.16
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,181720.38
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,497541.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,379479.60
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,349399.79
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,499998.01
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,213471.55
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,249967.20
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-52470.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-13456.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-10179.16
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,194241.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,344864.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,456958.27
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,197000.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,199317.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,71028.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,374018.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,151489.16
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,200150.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,345454.63
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,99864.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,109500.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,200150.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,358244.97
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,497667.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,826004.90
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,250000.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-178463.79
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,200000.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,182978.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-685.94
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-53284.67
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-15100.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-47040.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-18088.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-7386.34
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,0.00
9700,DEPT OF DEFENSE,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,HQ0067,,-22473.92
